unique_id,metric,Naive,WindowAverage,RWD,AutoARIMA,AutoETS,SeasonalNaive,SeasWA,Best-Fit,Equal-All,Equal-Best3,InverseMSE,InverseMSE-Best3
store_31,mse,109617873.275,63676965.483333334,112941417.91947234,1555754.8513572582,59218394.41510836,27213682.725,,1555754.8513572582,90167561.89161034,14286873.500394072,9409131.534509093,3725732.780095591
store_32,mse,58413831.3,31070962.40277778,60972989.81123565,966593.987203547,30982010.849453352,6342763.1,,966593.987203547,43346689.65817733,6160617.584190358,5378696.861511202,1785633.0219258033
store_33,mse,42096799.025,32341764.281944443,43255270.74463222,1532708.925,28481081.04140983,8836503.9,,1532708.925,42466677.61175506,6928018.536167468,6851828.779639924,3323448.5444111703
store_34,mse,53196953.925,35224295.49166666,54686564.309406176,1915366.7740767307,33458264.804768253,48576705.15,,1915366.7740767307,86430686.14985475,16300075.268744558,8363620.157201747,4881341.842739211
store_35,mse,36693689.45,23091543.070833333,37674229.72424506,2502868.605855064,24340993.701779388,10352331.95,,2502868.605855064,34477768.68258845,6208171.841157397,7080073.201565579,3854152.465428234
store_36,mse,43792828.575,25971754.358333334,45217914.00335856,961641.6593740737,27953004.707604907,14306527.925,,961641.6593740737,53916864.323204316,6608249.308571201,4623060.092127542,1942732.1320899278
store_37,mse,135075435.975,78477021.6736111,139373840.48988578,2554184.4367527235,74739132.27536102,23834681.85,,2554184.4367527235,99575024.94365339,14233830.041088084,13584831.486430356,5043156.927798811
store_38,mse,275001465.325,144830110.61527777,281458460.5901956,7291536.638019852,149502178.49968648,33580490.825,,7291536.638019852,216066043.13451052,29312559.01492673,32345251.446186878,11798199.823789591
store_39,mse,39960774.75,22854226.177777775,41657321.39904112,1074237.37251485,22680303.339287717,12684311.675,,1074237.37251485,49472087.85214799,6325944.471825402,5470585.324107947,2275112.565955081
store_4,mse,68404507.05,43462514.47083333,69672139.77959606,2733837.9366575307,44058690.00442858,44499264.175,,2733837.9366575307,76885400.51412448,15189030.807417631,12923957.876873648,6208142.673091667
store_40,mse,128998335.9,68757607.02222222,134227616.74275458,5577835.008884547,72506048.4959954,17403238.5,,5577835.008884547,112672635.59624517,16122594.99998496,17963549.608816642,8052099.174064921
store_41,mse,109628815.525,60843596.67222221,114915975.7828261,6397723.488553484,54749573.779276595,33195443.9,,6397723.488553484,84780099.35349071,17879570.095180012,20299589.836977407,11648605.595216006
store_42,mse,89659523.35,65865561.17777777,94706303.52732575,2164961.0674977293,62664186.065663554,16836675.6,,2164961.0674977293,83952927.0107129,11588527.94924212,8657021.483158415,4156832.9486762537
store_43,mse,87695907.475,48016401.22916667,91386203.4876059,3151106.5875769835,44301001.67422585,12281415.925,,3151106.5875769835,66878867.7208205,7640332.654593287,8705994.463299317,3011552.0870909723
store_44,mse,175495397.85,100423883.30416666,183762613.54069877,4257457.4474151945,94057655.07518968,19770502.9,,4257457.4474151945,119620954.62163767,13600730.762339124,12052390.042856488,4544661.810056939
store_45,mse,30904564.625,19319330.855555553,31894137.80783569,1591730.8124134382,18375543.29185807,10599343.475,,1591730.8124134382,30359906.23260073,4995235.421344353,5143807.176160887,2731627.494344187
store_46,mse,63973542.65,40317927.73472221,67342184.32263859,1855360.842561572,33988943.10364782,8003470.2,,1855360.842561572,55236713.44771075,5970042.477116508,5782115.408388624,2004958.4072631937
store_47,mse,32625529.65,29026650.701388896,33074685.75351303,2786355.75,24548588.50448091,12968863.45,,2786355.75,52789223.65948347,8563691.205314483,10188659.564891998,5827523.394211966
store_48,mse,137667731.725,75683616.2638889,142548347.35274833,3238481.3860005517,73403380.86350776,13243586.225,,3238481.3860005517,102659444.14711705,11976106.478981862,11538208.875013988,4318619.524514588
store_49,mse,67490269.6,37465724.70277777,69879516.01499863,1698269.084415005,37452077.40571521,11309759.25,,1698269.084415005,53311801.07202773,7895888.532635411,6652379.304065849,2801368.860038771
store_5,mse,72653459.7,44886773.905555554,73729501.30171692,1884301.8815704049,45496925.19339875,48413193.475,,1884301.8815704049,88284900.35887717,15364395.571463997,10737998.337094743,4924883.931032715
store_50,mse,103497413.65,54652059.83194445,107821791.07150237,1140683.7046692134,56142000.19711504,14413451.85,,1140683.7046692134,95668950.97726582,12340464.646504052,7578477.988969887,2848066.3663441436
store_51,mse,186842711.775,101919223.54722223,197516506.32584038,2856861.2138547963,95429546.80605125,10888977.225,,2856861.2138547963,139610159.7446458,13477736.57063518,10265011.8865275,3674374.7327175066
store_52,mse,15547142.375,8867404.293055555,16207975.330663506,790849.3597401564,8839542.607264685,6224230.925,,790849.3597401564,18719248.171094015,2393751.868280279,2302921.428254408,1295379.2211292095
store_53,mse,194250011.25,124294539.83611111,202709357.92792362,10783900.399871634,126319746.16534117,40171418.75,,10783900.399871634,246299689.0957683,29673543.76767843,33457160.918031715,18111647.191218954
store_54,mse,54397150.3,27493417.61527778,56539124.28183701,1168239.3448526347,26298812.65635632,3801238.0,,1168239.3448526347,36881668.91043174,3288987.6108155865,3295965.1784347575,961208.7609464338
store_55,mse,123268561.275,61703954.975,127654318.42996494,2066045.7865891368,63830683.515491925,17972680.6,,2066045.7865891368,108947326.9370846,11462842.640791623,9753919.658676129,3203642.8335423716
store_56,mse,44079893.225,25284549.122222222,46543241.819757454,1179981.9554841472,24609615.851393234,160243502.75,,1179981.9554841472,19937923.511876423,11404627.937212227,5288446.693518085,2542048.5394953927
store_57,mse,128607668.1,64164408.313888885,133980487.08509333,1525787.3744625472,60978867.74130889,21163786.125,,1525787.3744625472,81361186.68734151,10687253.893905062,8708958.213175695,2736311.615510184
store_58,mse,60944186.725,35990256.468055554,64500387.2540833,1724390.625,34035809.90706979,5831211.825,,1724390.625,53311529.68518756,5674879.514124451,5596444.738603873,2283340.4797540912
store_59,mse,143088454.5,70569811.1375,150556352.1897114,3282491.6315928474,71028573.00764188,14230040.15,,3282491.6315928474,108624766.77909088,14141593.258728674,13012143.375429135,5228532.396315752
store_6,mse,28522742.2,20227523.166666668,29384098.986449827,1027425.9337392098,19648169.15979046,14497209.975,,1027425.9337392098,43515574.10505998,6183215.7670416115,4933194.426806925,2406681.9246781296
store_60,mse,51001198.05,30066961.34722222,52051567.481548086,2178900.55,28930171.438171465,15936925.175,,2178900.55,50035325.98744083,6583271.629094519,8473282.374145346,3808704.7290009037
store_61,mse,92427855.9,56042728.68333334,95344597.09900117,2680373.991752633,56125002.36000965,16861042.625,,2680373.991752633,82876394.50291261,11389442.560408296,11078268.409609519,5143659.644915418
store_62,mse,184400525.775,89781059.87777779,193918145.9512338,3775467.9428548464,88967693.29632072,69803474.7,,3775467.9428548464,110819315.41129772,21132517.5067286,18587451.49580305,9640318.184819942
store_63,mse,37856282.25,22131847.41388889,39082442.73658487,4103562.338724003,22458606.38520966,20130344.25,,4103562.338724003,35482021.08319938,7021000.412387182,8508304.997951254,4186646.137688166
store_64,mse,34997872.925,25756288.245833334,35786241.83303893,1002057.3633909337,25679252.22316221,14324667.95,,1002057.3633909337,61893493.57560799,5375926.173001889,4028733.98511279,1854982.9150248752
store_65,mse,47257444.825,34648322.73055556,48718235.33674597,2032191.3651350588,34538466.3183402,9934000.5,,2032191.3651350588,57313950.184758425,7653102.11359672,8342951.207534787,3979330.6579364343
store_66,mse,24624677.525,18517006.39027778,25863920.303406253,1940525.325,16351153.778310146,7720350.425,,1940525.325,27937687.327096276,4850007.417919733,6353504.694512506,3379133.558140208
store_67,mse,110762785.375,60219431.78888889,115683977.39540772,1878610.0070782746,56055489.38264074,6072507.125,,1878610.0070782746,82175073.70554003,8587664.752527963,7250789.824285157,2457665.014061174
store_68,mse,10953613.4,9939058.001388893,11156202.294456469,1742064.2071285187,9277013.647445122,9481146.925,,1742064.2071285187,34065255.08645276,3366463.061441187,3834515.2067758837,2268898.4700634545
store_69,mse,18558909.125,10939006.319444444,19348120.68472382,725949.170422219,10103449.706615947,1953448.825,,725949.170422219,16824231.45927073,1504022.726000316,1553694.0981748116,595087.7102453106
store_7,mse,54453616.35,65796417.33888888,56504640.44992187,6171443.732154818,40509849.65949041,14622324.825,,6171443.732154818,65306900.039712094,9389154.084422272,11734985.305080883,6866657.00698928
store_70,mse,191922022.225,113318795.81666665,197420522.50779772,3726763.6502077593,110615526.77971081,27841479.3,,3726763.6502077593,143299165.81794545,23351320.393564336,17893607.069648303,7512217.019988157
store_71,mse,50420519.175,31942743.45555555,52317449.328486934,1943937.0978102915,29265633.60735179,7659561.025,,1943937.0978102915,48393018.32487991,5203378.389843083,5890532.73774429,2281108.116937861
store_72,mse,92300248.8,54343771.8125,96694318.79312217,3110561.1083137775,53494081.55999711,7527195.325,,3110561.1083137775,83959294.83559686,8385319.8450267445,9185966.287805084,2808875.809491302
store_73,mse,118787361.175,101102402.54722224,118979588.04113808,3677023.075,85551519.73930499,43225449.3,,3677023.075,133165026.09043407,22963810.921805777,21811059.628755223,9759020.535988828
store_74,mse,14835354.975,7581321.793055555,15358446.742311865,1382234.7554655715,8030897.519380281,10223447.475,,1382234.7554655715,26798478.86100862,3924855.6129520824,3046880.031882847,2156292.298851808
store_75,mse,97674690.45,45035039.67361112,103514928.64996871,4833781.612986217,45698910.686069705,16575580.275,,4833781.612986217,53403920.58927433,7493864.498508094,12023379.851211537,4153374.3137767813
store_76,mse,119288151.925,79677065.275,120739733.32876122,4398482.731880816,79632004.5590932,31716805.275,,4398482.731880816,112413295.06100085,18260325.997065403,17298834.553434845,8085933.653605461
store_77,mse,26410916.375,15636935.62222222,27321174.44669485,1360714.3513547967,15916102.973930284,6708313.35,,1360714.3513547967,30770346.992815923,5023909.771558491,5201595.327124881,2941381.414727506
store_78,mse,38981249.925,22733857.2875,41141590.788239166,1886019.34765897,22947207.690282434,24454781.55,,1886019.34765897,39411595.467032805,7326337.077789267,7225839.599455534,3041267.604259855
store_79,mse,62274340.125,33397116.045833338,64490338.266463354,802683.8297847155,32056650.075083323,9186958.875,,802683.8297847155,55711411.626719154,5647414.075913448,4124506.079727226,1380460.7668883754
store_8,mse,163654599.75,92455305.06666668,170200298.58143526,7294749.945435424,90533010.3563538,26248669.575,,7294749.945435424,127051104.90406318,22656056.436445378,24661596.76375482,11680130.263908338
store_80,mse,69853236.025,39807540.045833334,72303085.99112812,1774541.506653294,40345888.978164464,15639761.775,,1774541.506653294,76705284.88426225,8884960.499814712,7883780.58401981,3553221.4631122844
store_81,mse,59399379.65,33318168.605555553,62320600.175108574,2699451.1692515463,31929470.49167653,10611244.125,,2699451.1692515463,49303702.371919885,6985280.544021666,7609412.966607796,3545677.2962513543
store_82,mse,16263780.7,10567293.844444446,16754403.08155953,281030.54552005575,10292924.322885208,4552462.975,,281030.54552005575,20724157.4534572,2317920.1421017842,1569080.1075315839,687890.7666354637
store_83,mse,105186619.25,57360475.68055556,109019710.72866145,1708901.6887480363,63756652.56575316,6810914.35,,1708901.6887480363,69278302.66247872,7957730.158718994,5948888.208037028,2193607.2648339653
store_84,mse,143064534.95,74730496.10277778,147848676.14397365,4316044.132863238,73090651.69456518,23241598.075,,4316044.132863238,115396140.25495481,12645464.381917723,15136806.65894482,5545647.494869811
store_85,mse,111175541.25,62866050.57083334,116164835.87029183,6903553.158402128,58028941.51728664,12004346.725,,6903553.158402128,100051978.71464677,10514554.45718018,13115919.060487468,6231964.628177141
store_86,mse,117506001.025,77292903.00694445,121111687.30698101,4150054.2002388937,82594739.16237266,22415975.825,,4150054.2002388937,100058936.67708968,11090860.695069948,12871866.486547122,4951690.212138123
store_87,mse,69917493.2,39806348.69166667,72618546.55719014,1457141.7779176761,40337643.21890841,8171316.025,,1457141.7779176761,49413989.679443926,5143660.998549505,4471517.68606621,1380577.5943935735
store_88,mse,150385056.7,85971736.20416667,161479542.21338663,2843067.123345093,89030850.60460491,33641039.875,,2843067.123345093,68952374.25440307,11220955.66898843,8518377.49146707,2666633.9865940805
store_89,mse,153428224.35,87714784.51944445,156799704.49235696,2544025.42985316,90299018.23808625,23406105.4,,2544025.42985316,126395904.79119179,13817967.156137552,13767527.424430827,4704605.9833152015
store_9,mse,40934846.875,21451852.19861111,42628173.79724239,840956.92177292,20707994.111124612,8817054.6,,840956.92177292,37416672.664305046,3986158.782421247,3759498.729051194,1306118.4486608477
store_90,mse,138120832.8,83925965.58472222,144288504.03247875,4153538.930070293,85272536.52356055,22734274.975,,4153538.930070293,146554536.3510609,16986473.855201673,14910583.10745072,6139297.409868439
store_91,mse,62577783.525,36965164.57083334,64038922.41767605,2105811.2765340256,37787171.97043167,12385445.4,,2105811.2765340256,80670395.30490401,7355315.999618098,7867034.377902413,3384859.6907798597
store_92,mse,63971422.95,38302588.54027778,66791177.288083926,1491444.5544373246,35365382.82491048,6946465.175,,1491444.5544373246,49155871.73715446,5750388.35287047,5835062.060897926,2127284.5130797634
store_93,mse,58398933.05,29599958.241666663,60720762.974515855,1958390.4965970002,30097039.150438435,17132350.5,,1958390.4965970002,70063078.25629845,7881276.182553427,7884323.0887151705,3515786.1915141894
store_94,mse,154870594.5,93763171.24444444,161060309.7716253,2481005.1553953504,90821149.67982416,11904678.55,,2481005.1553953504,110362515.9838831,12916657.976399492,11027066.938187096,3174691.307403809
store_95,mse,34150788.25,25035190.459722225,36640565.15392975,1417776.1908703232,19823661.66253193,15079219.775,,1417776.1908703232,38342636.78241291,4480135.7251066975,4537161.909648852,1992516.1283882887
store_96,mse,95317454.8,53935258.638888896,99398815.33765645,3303383.159389806,51808303.14794742,16053939.15,,3303383.159389806,82574642.6533061,8367067.186721337,8455692.921997314,3179664.710001734
store_97,mse,83721543.375,42671355.29722222,89249065.88652451,1214004.0251455007,42862144.96384227,139206401.825,,1214004.0251455007,39033834.21451013,20237783.315659914,7143599.175187364,3526480.2784314044
store_98,mse,33778200.95,29977367.26666667,34901220.35035293,1547157.3235045522,33354856.647208113,11606992.2,,1547157.3235045522,25727892.28442299,5768141.644192926,5076413.768671878,2116596.7517457185
store_99,mse,180242360.85,88108384.74861111,189561155.53041402,1473831.2660075221,84512887.890686,15844468.575,,1473831.2660075221,119525126.46898897,12945787.651672665,8720881.83406451,2923159.838359346
store_1,mape,0.1638789648247146,0.15927938814290354,0.16523575464304546,0.025128826402213013,0.1418030499464905,0.07329789575853626,,0.025128826402213013,0.12575896887276922,0.05712196680369382,0.052957461297166206,0.030692814042455628
store_10,mape,0.17088972155405996,0.16084664881043267,0.17267669927305432,0.028731159328119836,0.15618439024598135,0.07474024943252525,,0.028731159328119836,0.1686791237218927,0.058068316411318356,0.0575819429061083,0.03739367887480792
store_11,mape,0.15900113583370026,0.13185365859981465,0.1612746001714178,0.0315982429316299,0.13537578064603564,0.08395685228102591,,0.0315982429316299,0.147542228446536,0.0611637974585859,0.06359585103757891,0.04075858605216869
store_12,mape,0.19167924837707037,0.1618683898909185,0.19409902354550385,0.028405893689378996,0.1632724672500244,0.08707931477136346,,0.028405893689378996,0.15691843660713178,0.06834821205316957,0.06559347510037108,0.04100629726346143
store_13,mape,0.26343780054551513,0.24374982829733555,0.26979023639934857,0.05476721994273855,0.23592163947534578,0.07073073604319961,,0.05476721994273855,0.18908483865310385,0.07672447053504912,0.08422357675893402,0.044712431897293695
store_14,mape,0.21956734748168794,0.21251392488262094,0.22110101413353167,0.021343846733279322,0.20806990523058827,0.06285064366352519,,0.021343846733279322,0.16513475587732523,0.07236161471254317,0.054978638821928195,0.029157085682515904
store_15,mape,0.18223696298591333,0.16862461256430902,0.18449097335822534,0.03603309248609911,0.16265087800793374,0.12000823317349033,,0.03603309248609911,0.17029584140953608,0.06956094649625567,0.07409930164726607,0.04492101936049857
store_16,mape,0.14984303173524818,0.12035211875290393,0.15174507734288536,0.024104955639487658,0.11904645971876966,0.12796703251989755,,0.024104955639487658,0.15101462159560708,0.07766904568401625,0.05025988219290425,0.031002691465815135
store_17,mape,0.21958004716005383,0.21127604996124352,0.2222407512381434,0.028469278655401505,0.20476595807075854,0.05998661129507219,,0.028469278655401505,0.1717320133223979,0.07194121497575794,0.06268958303466163,0.03396964850956465
store_18,mape,0.2072117194163122,0.18846675308126573,0.20979423211258302,0.02281900733686395,0.18965695500722726,0.13526271535813048,,0.02281900733686395,0.16930205099501544,0.07343672173741357,0.06341120485731602,0.03462926208953343
store_19,mape,0.23253431385677406,0.18409976084539859,0.23264124800174138,0.03826123181401554,0.17413899943085392,0.14780385087907816,,0.03826123181401554,0.12914947853674436,0.0788137983814375,0.07757065367030833,0.047776849393156795
store_2,mape,0.20422192952165932,0.19235624814814822,0.20867524129902387,0.044068201088011974,0.19009717899171508,0.06171737451741162,,0.044068201088011974,0.1699932553319527,0.058783719466444374,0.06352975280285551,0.035553798149041645
store_20,mape,0.17527142552572958,0.16616105641200424,0.17859547763435232,0.02860856362509163,0.15054046877581145,0.06314059996199538,,0.02860856362509163,0.14304766887325318,0.05636581966084484,0.05328629078228416,0.02987184313529127
store_21,mape,0.16749306529533975,0.13270004255871692,0.17025453625739947,0.029921914942739075,0.13117329100384773,0.059151263046743174,,0.029921914942739075,0.14609901211444506,0.049944398640596945,0.050218664674069866,0.029105716758000444
store_22,mape,0.24133232215425998,0.21476860053833796,0.24576013526676932,0.041187844489657,0.21487417660403513,0.14751669219828223,,0.041187844489657,0.20620868371017434,0.10147808806327543,0.09856026745411055,0.06916563156883034
store_23,mape,0.2348356681373934,0.2172618797691725,0.23975269821771317,0.04020000340965193,0.21331077810746807,0.06569215352941898,,0.04020000340965193,0.17678043395242266,0.06864486817326179,0.07044360610116408,0.043170193208199384
store_24,mape,0.3851082120456786,0.28718778208406737,0.3918665490171405,0.054201400231977434,0.2706553219057764,0.1354771262728311,,0.054201400231977434,0.22089229207486732,0.11922702234820844,0.11374639605113301,0.05430568386603649
store_25,mape,0.14957269786775101,0.13420507202809687,0.15310234023155192,0.029795341199486975,0.11985226649657847,0.15790930775790543,,0.029795341199486975,0.12961835927501628,0.08297141178094816,0.061265816942429455,0.042213228524155835
store_26,mape,0.18126592534520478,0.16926766891186337,0.1826315094095959,0.029675585805574674,0.1689669535109543,0.07292537594982038,,0.029675585805574674,0.15261784494318656,0.06833176916184436,0.06764994260917151,0.03809403754498651
store_27,mape,0.20875363462528354,0.1805095441534354,0.21071107088980345,0.03154903494424695,0.18408072575761683,0.10566886386791126,,0.03154903494424695,0.1442644311651376,0.06470813596837585,0.06309196449596766,0.03125352253458084
store_28,mape,0.19828320659987794,0.1816450013374628,0.1997424579350194,0.0207433216720331,0.17553038770389245,0.07577334151056402,,0.0207433216720331,0.15772775979718592,0.0600399624529982,0.04839824155762698,0.024556631487013644
store_29,mape,0.16118060714355484,0.15440097057578533,0.16130243231566066,0.020914953099732885,0.15098960725162308,0.09791527641990866,,0.020914953099732885,0.1539669104105002,0.060477319483942096,0.05669154550495974,0.033487372182734884
store_3,mape,0.17031221480435882,0.1552859237178431,0.17318866893027762,0.04319750566410011,0.15284444260273702,0.058518259554681186,,0.04319750566410011,0.16872665789193558,0.058325045894006486,0.06721858858921188,0.04677556260190158
store_30,mape,0.15016701132374763,0.14320352065142058,0.14924942754689516,0.03306450572763474,0.14114820433376807,0.11098243433162455,,0.03306450572763474,0.13628287048566728,0.06854676548212582,0.06862974690650378,0.047363722770167455
store_31,mape,0.17482414393972678,0.15694931069608975,0.17853740652620448,0.018225096365348685,0.1522878317840667,0.0855002368118844,,0.018225096365348685,0.1518725845747476,0.057837744939356006,0.04569445744598487,0.024881938139966798
store_32,mape,0.23260424695477327,0.21332759287344313,0.23651379769876973,0.032046610805069646,0.20681237549625622,0.08162711395141234,,0.032046610805069646,0.1820923916296923,0.07651023325586534,0.0705563980008779,0.037641167677741796
store_33,mape,0.17218268719673455,0.1690072120044233,0.1730121053128016,0.030869262344033477,0.15465817093039316,0.0787918421998833,,0.030869262344033477,0.1516941141165833,0.06254959412503094,0.0625862232719451,0.04543743149687771
store_34,mape,0.13038180984127662,0.11013973992231485,0.13225077743254926,0.02353427025938513,0.10930132713436713,0.13157835241986154,,0.02353427025938513,0.16399937862166009,0.07611569872904063,0.05177915512402929,0.041534645816699224
store_35,mape,0.17712730022556708,0.1522401552005086,0.1801527660748364,0.042309997406045366,0.15449796110966793,0.07898555524506969,,0.042309997406045366,0.14855660633502785,0.06113423379469198,0.07189282329452076,0.04713394397234361
store_36,mape,0.14439173556030674,0.12280914281131317,0.1455862469005073,0.019323780037619778,0.12017831867022385,0.07937413472667405,,0.019323780037619778,0.15123585099021344,0.05397774619216813,0.04607608387793878,0.029919635970054186
store_37,mape,0.220109674077007,0.19153752501213206,0.2234760253214509,0.030388767208269052,0.1892988701992568,0.08956861587146514,,0.030388767208269052,0.1612435109125449,0.06584718612393195,0.06185469649035752,0.03266251891724774
store_38,mape,0.20259132366767751,0.1800085606325917,0.20544943781221625,0.03368542330132827,0.18255953079200374,0.07436964674186944,,0.03368542330132827,0.16000384405008433,0.07189544280102216,0.07309318270310425,0.04140700866167558
store_39,mape,0.13986872306919235,0.12200279466875559,0.14162777971642232,0.0242668816458336,0.11948728603270575,0.08378652124902898,,0.0242668816458336,0.1567822790058089,0.05496052864698427,0.05371526475350703,0.03147452209012669
store_4,mape,0.18853178505202406,0.17921758204302343,0.1895638383607516,0.035079664619948756,0.1806283479428099,0.16749897144988596,,0.035079664619948756,0.17561334394007724,0.08064895963308436,0.07749525936394516,0.0506814215900032
store_40,mape,0.19164123591694535,0.1752399530410076,0.19371241872435865,0.03717475015373106,0.1708363576266743,0.07428439937787813,,0.03717475015373106,0.16720146186451712,0.07012578569836096,0.07376338383289281,0.0471779307946164
store_41,mape,0.17727209654429665,0.14130634591015648,0.18077252672584432,0.03908209562325775,0.12196227071040748,0.08561970900010954,,0.03908209562325775,0.15298417544798146,0.056966138112211184,0.06888028565064616,0.04439674615737482
store_42,mape,0.14622786008037936,0.140024402958305,0.14756193508344964,0.02397504297843241,0.13451944877528255,0.07054769970089828,,0.02397504297843241,0.13101805024190122,0.056630502282290975,0.047491609564384085,0.03408874028076668
store_43,mape,0.1934250935474717,0.17715940448268536,0.19597963407359292,0.03316296277481211,0.17116830400270383,0.07089662775324992,,0.03316296277481211,0.1548337875318823,0.06132286037287391,0.06330369518226077,0.03522308068424884
store_44,mape,0.21547376370292676,0.18877037100605396,0.21803269126171404,0.03097804552294194,0.1838788745008004,0.0700284346598068,,0.03097804552294194,0.14662923152168894,0.0624733543025522,0.058197510464274446,0.03235502886971347
store_45,mape,0.17153407346922406,0.15190297593556862,0.17368006865952185,0.035374340474027606,0.1502632143955114,0.09563103106867513,,0.035374340474027606,0.1536330089273179,0.06592049231914093,0.06928143727065542,0.0464868716578974
store_46,mape,0.18138963356072177,0.17182916664548192,0.18389657805186857,0.026423233727294115,0.1611952202426428,0.06070307712772065,,0.026423233727294115,0.15003829854240128,0.05870459001786933,0.05516973250936673,0.028891164956873723
store_47,mape,0.11978187113156102,0.1246439357678335,0.12052787096090749,0.03750797079275571,0.10678828899806123,0.07690319172293854,,0.03750797079275571,0.16145615832811158,0.05373297581693892,0.06055253259738184,0.04798895396464841
store_48,mape,0.19963639838860117,0.18661134524487183,0.20284942677592271,0.025445234310017238,0.185764508614415,0.06203847571421097,,0.025445234310017238,0.15865334301478223,0.06568642879925796,0.05861954357577883,0.0335839603576128
