unique_id,metric,Naive,WindowAverage,RWD,AutoARIMA,AutoETS,SeasonalNaive,SeasWA,Best-Fit,Equal-All,Equal-Best3,InverseMSE,InverseMSE-Best3
store_41,mape,0.1626101481559059,0.14078240024557917,0.17135697018211896,0.043377164299796565,0.14571592769799918,0.12387221534446301,,0.043377164299796565,0.18621419109944404,0.08292934655937077,0.05905671625858652,0.047907762459139636
store_42,mape,0.18462589834039372,0.15407114022022952,0.19630282355115508,0.027899395702331457,0.15064462049249958,0.14281197632863496,,0.027899395702331457,0.16118789011914494,0.08987995183862413,0.03301032830093966,0.02815421866079446
store_43,mape,0.21883779279604545,0.17991639211278707,0.23680869110217465,0.030837705825561088,0.17714916274970952,0.1498279278144955,,0.030837705825561088,0.16622706643224613,0.12120778283659793,0.039228416087254275,0.03406536083962445
store_44,mape,0.24008166731011882,0.20000128336238307,0.26151470304718516,0.03061860578790861,0.1967174307865915,0.1706450097053539,,0.03061860578790861,0.179149058111093,0.13499917160387528,0.03911491758151532,0.03434593593400511
store_45,mape,0.19554149124140172,0.1632752105377243,0.20673900919469,0.04687818437277485,0.16589630478481465,0.13180631395185577,,0.04687818437277485,0.16608758281993763,0.0949778501780521,0.06116019717938156,0.048090312359563264
store_46,mape,0.2080368107034037,0.16831119382545984,0.2271804562907838,0.030973805536803196,0.16860471057691584,0.15067397328978185,,0.030973805536803196,0.169457490875697,0.11488004147445473,0.03547324519774468,0.032624502069120896
store_47,mape,0.14981392324503845,0.1351530173582205,0.15779271726848063,0.038324764254481815,0.13354455119013947,0.11534286672116496,,0.038324764254481815,0.16831930941013903,0.0783681900961102,0.04863911321106115,0.03963838737055289
store_48,mape,0.2223881708484946,0.1918094850378143,0.231984878422895,0.039158089529845036,0.19089928514979196,0.15328029431242965,,0.039158089529845036,0.17040820217946154,0.11089424763603722,0.059606188295161844,0.04485543676211406
store_49,mape,0.24205772271219514,0.1930951743411008,0.25653664630625117,0.029712873125934108,0.18816389655824928,0.1601757877627494,,0.029712873125934108,0.16754521852980725,0.1293825402856049,0.03813927231332326,0.033161686658106954
store_5,mape,0.19647010392232356,0.14317811627202814,0.21198771937378252,0.030193933026200034,0.14401211601573657,0.16316212810286038,,0.030193933026200034,0.16914226940754998,0.09910443027164358,0.03747617981496061,0.03353358865982123
store_50,mape,0.1868781607256899,0.1583425900597103,0.19660694598755277,0.025918037581240807,0.15496036383900189,0.13535099506797243,,0.025918037581240807,0.1614249486534633,0.1076911162439426,0.03366546154960126,0.028714875543810952
store_51,mape,0.24613073367766727,0.2013102894793303,0.27055082875591513,0.030021256821391784,0.1980575789623263,0.16593456702875425,,0.030021256821391784,0.18027778030576538,0.1335384331113813,0.03458483193082855,0.030793511563194282
store_52,mape,0.1916408768536242,0.1423104977361039,0.2082891158200829,0.030559720255209446,0.1431199112391125,0.1449242471655561,,0.030559720255209446,0.15574298713675008,0.09728787633869407,0.03690691788794342,0.031848503974406715
store_53,mape,0.19929232221013804,0.1500121891649745,0.21617446234361612,0.033257306277696665,0.1473592475008515,0.13375108477507217,,0.033257306277696665,0.17097858162568322,0.10134306465317637,0.04051189760155884,0.03493713222868943
store_54,mape,0.2463684768482346,0.2058704547838927,0.2648719630404298,0.03482736415939644,0.1999409297482645,0.17495714304009555,,0.03482736415939644,0.17770157569990824,0.13827771713725032,0.04429739925616276,0.038423394000443235
store_55,mape,0.19073646769670752,0.15369838901555843,0.20446206549597667,0.024865091517116814,0.15090283482164932,0.13999017902044505,,0.024865091517116814,0.1647618141756616,0.10382735057530078,0.029017529288919115,0.026246142467454162
store_56,mape,0.219794790201575,0.18613803184120392,0.24609648199830486,0.03748703681123437,0.18764894102147361,0.3012631805070484,,0.03748703681123437,0.16763859867743405,0.12846246805599082,0.046987916317899885,0.04084642097502426
store_57,mape,0.2730493804052429,0.2213802250848127,0.2996202003099192,0.029949349213493688,0.21663104763049262,0.19884251264115124,,0.029949349213493688,0.18330727957356777,0.1495980153280137,0.03772892089684946,0.03293672028475967
store_58,mape,0.2286205633779037,0.17986216333901928,0.2486055926075758,0.03651603942323134,0.1794879190085661,0.154270494158047,,0.03651603942323134,0.1737183334320268,0.1210096603368812,0.04476575707263831,0.03858242584349685
store_59,mape,0.24712169708468432,0.1928297233907368,0.26594801415039687,0.036991990687984304,0.18913052517757978,0.18339819748939215,,0.036991990687984304,0.1732492331637676,0.1282757743189126,0.040082678508448585,0.03636729390330723
store_6,mape,0.1626696088031746,0.1263245363231201,0.17424610075640345,0.029893234211958337,0.12612123280448337,0.12040108143083422,,0.029893234211958337,0.1576669579940337,0.0853764561005793,0.033047926592505564,0.02973737960636707
store_60,mape,0.21143638776124726,0.16269958795217201,0.22532640418214067,0.03583461605504925,0.1643828590958842,0.1569340816103244,,0.03583461605504925,0.17662613326576493,0.11387389080511102,0.048855642185901854,0.041154757535042025
store_61,mape,0.2001017934944913,0.1619914586475753,0.21285411766743048,0.05145530638985423,0.16289104337208724,0.14264653144165582,,0.05145530638985423,0.16981790219860005,0.09991902543903021,0.073034239334337,0.05623016860061907
store_62,mape,0.3073357031747696,0.22858391998852948,0.33951276784699713,0.04276685053174717,0.22357512215537143,0.22805353156816635,,0.04276685053174717,0.2043408608906209,0.15224705456026505,0.05175464872524993,0.04399801464121607
store_63,mape,0.22431776064292544,0.18632759986380096,0.23816739224430825,0.07131870787689423,0.21044946807206802,0.33280038597896916,,0.07131870787689423,0.19214448123148062,0.14052461494923768,0.09436982363082938,0.08227427403836805
store_64,mape,0.1490512183605447,0.11209711361231205,0.16115105321852746,0.024252006111013746,0.11189473309255132,0.10558430175590107,,0.024252006111013746,0.16218579404246636,0.07498777022297781,0.02670757541376467,0.024693707456963646
store_65,mape,0.17011269794825698,0.1431439652325806,0.18591420388813792,0.04399772869133949,0.1412409831602705,0.11922940457492737,,0.04399772869133949,0.1710984995444485,0.08493801531971325,0.0615108873489137,0.04797394407638556
store_66,mape,0.18658931240414417,0.174526674538694,0.19635695664710104,0.042384387046692854,0.17649737087171474,0.12055517342400915,,0.042384387046692854,0.16636606527118664,0.0925334020692132,0.05966265764942006,0.045015342251407874
store_67,mape,0.23166065413432196,0.18606417285865395,0.24292143681004902,0.032735118818874726,0.18095791310997844,0.13515095412299277,,0.032735118818874726,0.16833624265288022,0.12512318965893549,0.04412734191268895,0.036857025983752935
store_68,mape,0.10813162823957954,0.08283772159508383,0.11988737249544407,0.02313964190413109,0.08319088551285632,0.07478444835728497,,0.02313964190413109,0.15650921381360072,0.04691511408460756,0.026828220278966433,0.0235586255795833
store_69,mape,0.20899235256216173,0.14878841300930742,0.22697063475179668,0.030682046467639907,0.14844415982042924,0.13029538248399147,,0.030682046467639907,0.15816922965848806,0.10067792458006804,0.03674710194701311,0.031597135144921164
store_7,mape,0.1838899279468817,0.15152025907392191,0.1999446612472357,0.056996515698716776,0.14797826354705493,0.1275579773876331,,0.056996515698716776,0.17747547362250518,0.08446101395505462,0.06594272025430306,0.052865848469323656
store_70,mape,0.25731078375360905,0.2065424822150293,0.27897869588601,0.03416710386742609,0.2068244724730127,0.18002943656581316,,0.03416710386742609,0.1860131117577986,0.14198928545366318,0.04615898760923803,0.03906944997925169
store_71,mape,0.18796616468573443,0.15652673621376345,0.20204505446709334,0.04068383632519672,0.15510110443355157,0.12585489406705297,,0.04068383632519672,0.1588285321420405,0.08740324237848508,0.04777952234379456,0.04076055931328049
store_72,mape,0.20654277708069615,0.16966972011635142,0.22142241004394442,0.02511429795936619,0.1682191240293508,0.14161940074815452,,0.02511429795936619,0.1605271750912683,0.11492068166791092,0.03033315415240901,0.027340381622316612
store_73,mape,0.1889610652979478,0.2015530882447579,0.19398396657129627,0.049119151325609754,0.19881701313896374,0.16856713451735714,,0.049119151325609754,0.19992853528705695,0.0969594230326051,0.056521265674367785,0.05098600433278274
store_74,mape,0.13248164895101713,0.11005337253247774,0.14848516975579684,0.03627458019015411,0.11204353653923255,0.13101699611738893,,0.03627458019015411,0.16746606457780377,0.0771842236333561,0.04437415934636548,0.04179173148815488
store_75,mape,0.24323466599920426,0.2496690179768676,0.2528715637236708,0.15220338345415507,0.23264466122868357,0.33552339534104725,,0.15220338345415507,0.20047338308122076,0.17246675584274201,0.19229592237359613,0.15990610013018672
store_76,mape,0.2176182241994225,0.17567062853054183,0.23184095848651143,0.03802186744740421,0.1797472533418685,0.18536317597048987,,0.03802186744740421,0.1853074854094745,0.12389992396796304,0.04928704765890581,0.040890310021643166
store_77,mape,0.147457180338405,0.11541898121475372,0.15802168164045155,0.03351558199436163,0.11383081937792376,0.10634089776580552,,0.03351558199436163,0.15691453210023631,0.07757447973985183,0.04410117366418333,0.0362775195685707
store_78,mape,0.23104915802605058,0.17695767585320263,0.24655909928975714,0.035861644491629846,0.18704562532783686,0.2256882281940625,,0.035861644491629846,0.16568709304870696,0.11828181417326171,0.03644329186036959,0.03553913442334886
store_79,mape,0.19235751536587656,0.15370275194712646,0.20749242965672146,0.02607830336510293,0.15086657786937485,0.12744914006678157,,0.02607830336510293,0.16859095535344382,0.10417543798095144,0.0333959313305037,0.028796795175358263
store_8,mape,0.2518946588452611,0.20854869717751784,0.26863089354832753,0.0377242337858467,0.2051431554467276,0.16234756516530502,,0.0377242337858467,0.184257565312007,0.1407762685501157,0.05334545814546029,0.042718079906894024
store_80,mape,0.1692643414955579,0.14030169878159704,0.1781916629034505,0.03799202819603564,0.1383042885187416,0.12112987012105779,,0.03799202819603564,0.15719088237278794,0.08189412105895845,0.0486904490121234,0.039411333764910364
store_81,mape,0.2227474292402761,0.1810336333012085,0.24217547609935636,0.036934113276143404,0.18074399581865097,0.16671418065824872,,0.036934113276143404,0.16659582835339234,0.1218287679934002,0.04512775517072479,0.04012108231112774
store_82,mape,0.14971737170663538,0.11424764370088217,0.16288847115943092,0.023827100258957328,0.11204202488554128,0.11717809811044726,,0.023827100258957328,0.15001680054552963,0.07832387878538977,0.030281701081698205,0.02678234774455707
store_83,mape,0.2683103113824532,0.21207983604397088,0.2853421107596042,0.028203183811077653,0.21073810152827496,0.17748111904632075,,0.028203183811077653,0.18364497201697905,0.14138136201154838,0.03385773678630752,0.029547650437484134
store_84,mape,0.22249980887411874,0.172295641297082,0.24079063335518736,0.0345919538864225,0.17068097958552939,0.1442859389777097,,0.0345919538864225,0.1763923194375182,0.11842149712862159,0.04651475950403698,0.03897127055647987
store_85,mape,0.22130698273015917,0.15957355837861734,0.24095182470416537,0.037060400549571576,0.15675659598074565,0.1369643403174864,,0.037060400549571576,0.17310442306892104,0.10924223231717177,0.049130732486905165,0.04334415801535155
store_86,mape,0.21695307508708997,0.1724557147015373,0.23413514676577407,0.035874636383557826,0.17360761383704698,0.14473232760964355,,0.035874636383557826,0.17495076197440385,0.09620086040973971,0.04810217514881668,0.039152058694485285
store_87,mape,0.2756028299291354,0.22298479689294956,0.2974760792767974,0.02996553193271526,0.22038327970080823,0.18816134286272762,,0.02996553193271526,0.18070754071456765,0.1478598329271632,0.03343501787901306,0.030991608966081233
store_88,mape,0.32654612460810456,0.2605681346833868,0.3488242322354073,0.030347639919418704,0.26296153124101207,0.2202844702956399,,0.030347639919418704,0.2034028631331016,0.1753244740874935,0.03399159632459119,0.03167739771197681
store_89,mape,0.2033073546775832,0.16629696823467643,0.2141425060563609,0.032176682739518445,0.16974539078107884,0.13891752400275603,,0.032176682739518445,0.1702044055028734,0.11773297810223954,0.04943585159264279,0.03898488823629937
store_9,mape,0.2127409598380211,0.14836148219567055,0.22994452353804043,0.02581176683373554,0.14661688818108354,0.1362586271273759,,0.02581176683373554,0.15459209179247557,0.09940327292267562,0.031581373435858096,0.028480143551645385
store_90,mape,0.21465020188228193,0.1663475094691365,0.23027268776374255,0.02830316472267472,0.16308805986604813,0.14206541283144491,,0.02830316472267472,0.16593852671983136,0.0922464059861846,0.03698145294779683,0.030001594480330615
store_91,mape,0.15549338480021804,0.12011530641782506,0.16410987854109244,0.03187557735979605,0.12326191865807888,0.11311873364695908,,0.03187557735979605,0.1581921365054094,0.08467637259539601,0.04557229760460986,0.03795211061233493
store_92,mape,0.22195246875065205,0.18108791685406714,0.2329133915827275,0.0330051182505802,0.17632009612012906,0.13992684458736826,,0.0330051182505802,0.1672094651902629,0.09921724553011553,0.04794466115194118,0.03661573583671415
store_93,mape,0.18257148264923478,0.1224889902791477,0.19861443955537048,0.028036589903653805,0.12185148089197605,0.11632958217101784,,0.028036589903653805,0.15332695811953073,0.08334301704167303,0.03376266450118063,0.03044186160890625
store_94,mape,0.24987277615075135,0.2088416077246728,0.2613800177221698,0.032374015421385835,0.2043001194816184,0.16221789592828517,,0.032374015421385835,0.18484221106075213,0.14196415821275954,0.045648273714651605,0.0378884544903243
store_95,mape,0.18777851521744704,0.15024442888259176,0.20729774205140894,0.028794604937965602,0.1488793560640087,0.15826187662744776,,0.028794604937965602,0.17071911007980842,0.1010666276465856,0.029815672645038697,0.02919986945546478
store_96,mape,0.21928795920263053,0.18347845548299024,0.23639060330803993,0.03639351474572179,0.17833247737238725,0.14798462537659524,,0.03639351474572179,0.16708576870707278,0.12284763294505716,0.04504823861481958,0.03994502914048258
store_97,mape,0.215668613941729,0.17786205287456408,0.23158861329814576,0.04499976042932591,0.19511799958191534,0.23147678262507204,,0.04499976042932591,0.1625944893442583,0.13442634827387956,0.0661718517727031,0.05777287012252688
store_98,mape,0.19737726580639225,0.17772262218828097,0.20664217182924555,0.03766647942100952,0.1850553882347024,0.17000839548860872,,0.03766647942100952,0.15501116181299318,0.11944329437291791,0.03887442628849737,0.03625720572677266
store_99,mape,0.25799439683611847,0.19759423922959748,0.28254390871449264,0.03227360474847953,0.19551064529837206,0.16595736853113122,,0.03227360474847953,0.169454220393645,0.13210898798534704,0.03553341168631242,0.033865482830283934
